price,accommodates,bedrooms,beds,bathrooms,guests_included,reviews_per_month,number_of_reviews,host_listings_count,longitude,latitude
80.0,5,1.0,2.0,1.0,2,2.19,74,1.0,-9180084.850272838,5308774.850762708
85.0,2,0.0,1.0,1.0,0,1.72,5,1.0,-9179828.56799855,5309764.722972039
215.0,6,3.0,4.0,2.0,1,0.25,1,1.0,-9178693.835281523,5309345.506494813
105.0,6,2.0,3.0,1.0,1,1.51,55,1.0,-9178565.794360027,5310503.733911599
90.0,2,0.0,1.0,1.0,1,0.84,4,1.0,-9178952.901712742,5308454.861004472
125.0,6,2.0,3.0,1.0,4,2.57,15,1.0,-9179764.826764723,5308225.912537649
105.0,4,2.0,2.0,1.0,2,1.06,14,3.0,-9179546.479614118,5309360.0119191725
34.0,2,1.0,1.0,1.0,2,2.95,6,1.0,-9178691.444013381,5310017.793892163
85.0,2,1.0,1.0,1.5,2,2.31,16,1.0,-9179259.976657381,5308769.384760893
49.0,1,1.0,1.0,1.0,1,2.35,39,2.0,-9178704.443672542,5309330.326766231
50.0,2,1.0,1.0,0.5,1,0.96,21,2.0,-9179747.264805403,5309365.004502481
50.0,2,1.0,1.0,1.0,1,1.3,3,1.0,-9178880.367802849,5309612.385617673
40.0,2,1.0,1.0,1.0,1,0.32,1,1.0,-9179779.30639192,5309396.713455499
40.0,2,1.0,1.0,1.0,1,0.09,1,1.0,-9179193.391603163,5309117.290445081
25.0,2,1.0,2.0,1.0,1,0.71,4,2.0,-9179869.035154875,5309200.9843773125
49.0,2,1.0,1.0,2.0,1,0.16,3,1.0,-9179754.520426493,5310331.246003071
129.0,6,2.0,3.0,1.5,2,1.37,12,2.0,-9178665.626392981,5310440.657054003
175.0,5,2.0,2.0,2.0,1,0.27,5,1.0,-9178582.211704275,5308448.263399227
42.0,2,1.0,2.0,1.0,0,1.67,16,3.0,-9179696.06116753,5309296.301190984
299.0,6,3.0,3.0,3.5,4,0.92,5,1.0,-9179543.924154293,5308178.986779609
99.0,5,1.0,2.0,1.0,1,0.75,3,1.0,-9178825.334885385,5309824.182402226
175.0,4,2.0,2.0,1.5,1,0.6,4,1.0,-9179787.91667974,5308990.001453997
120.0,3,1.0,2.0,1.0,3,2.68,21,1.0,-9180049.346714474,5309130.395449294
56.0,2,1.0,1.0,1.0,1,4.41,31,1.0,-9179055.985232065,5308355.19771949
55.0,1,1.0,1.0,1.0,1,0.06,2,2.0,-9179905.309748916,5308786.250406083
235.0,6,2.0,2.0,2.0,4,1.14,7,1.0,-9178839.919473967,5308472.679723781
100.0,4,1.0,1.0,1.0,1,2.0,2,1.0,-9179555.099186528,5309379.09734527
60.0,2,1.0,1.0,1.0,2,3.09,29,1.0,-9178856.442863362,5309655.05013601
67.0,4,1.0,1.0,1.0,3,3.07,21,2.0,-9178679.419387821,5310497.1035516765
95.0,4,1.0,1.0,1.0,2,1.47,26,1.0,-9179929.930603242,5309289.092959922
115.0,5,2.0,2.0,2.0,4,1.58,3,1.0,-9179282.101673843,5310160.552433266
50.0,2,1.0,1.0,1.0,1,3.26,58,2.0,-9179186.126875298,5308444.546651192
199.0,6,3.0,4.0,2.0,6,1.04,7,1.0,-9178674.481080635,5309810.530237129
86.0,3,1.0,1.0,1.0,3,0.91,36,3.0,-9178953.533925029,5308624.360352398
175.0,7,2.0,4.0,1.0,7,3.43,57,9.0,-9179363.359580781,5309942.7698457325
55.0,1,1.0,1.0,1.0,1,3.01,48,2.0,-9178645.149955386,5309490.492325393
68.0,2,1.0,1.0,1.0,1,1.16,49,1.0,-9179587.960668122,5309593.775804805
60.0,2,1.0,1.0,1.0,2,0.82,11,1.0,-9179281.272001183,5308262.032177476
90.0,2,1.0,1.0,1.0,1,1.92,22,1.0,-9179240.947440425,5308183.318326986
139.0,8,3.0,4.0,1.5,4,4.94,43,1.0,-9180003.366972161,5309003.597862986
51.0,2,1.0,1.0,1.0,1,0.53,2,1.0,-9179517.314147841,5310403.296066759
50.0,2,1.0,1.0,1.0,2,3.62,14,1.0,-9180125.335199064,5309048.2723529665
80.0,3,1.0,2.0,1.0,2,1.54,2,4.0,-9178874.857661484,5309737.0596151445
95.0,2,1.0,1.0,1.0,1,1.51,6,1.0,-9179016.276598055,5310017.5476922905
85.0,2,1.0,1.0,2.0,1,2.73,52,1.0,-9180103.42822601,5308238.366638426
100.0,5,2.0,6.0,1.0,1,0.36,2,1.0,-9179197.323544879,5308931.771104596
63.0,2,1.0,1.0,1.0,0,1.54,16,3.0,-9179681.329502573,5309156.691894019
100.0,4,2.0,1.0,1.0,1,0.3,1,1.0,-9179134.25069423,5309621.839667982
135.0,5,2.0,3.0,1.0,3,2.26,20,2.0,-9178814.858109517,5309492.869938951
69.0,4,1.0,2.0,1.0,2,1.0,1,1.0,-9179071.49532116,5308914.710244668
280.0,4,1.0,3.0,1.0,4,0.12,2,2.0,-9179905.939583553,5309581.24164444
160.0,4,1.0,3.0,1.0,2,4.0,58,1.0,-9179651.275549319,5309502.357848294
75.0,4,1.0,2.0,1.0,1,0.16,2,1.0,-9179111.655662414,5309129.505340119
98.0,5,3.0,3.0,1.0,1,0.4,13,2.0,-9179000.715492213,5309330.384700625
109.0,3,2.0,2.0,1.0,2,1.52,19,1.0,-9179449.881117187,5309500.91488989
225.0,5,4.0,3.0,2.0,2,0.23,2,1.0,-9178726.21383461,5308196.554415717
69.0,2,1.0,1.0,1.0,2,4.91,209,1.0,-9179003.069854127,5309876.741623906
75.0,4,2.0,3.0,1.0,2,4.91,76,1.0,-9179405.567775043,5308575.509836547
300.0,10,4.0,5.0,3.0,6,1.19,4,1.0,-9179513.866715852,5308590.066871452
85.0,2,1.0,1.0,1.0,2,2.47,113,2.0,-9179478.549624845,5308125.344115336
52.0,2,1.0,1.0,1.0,1,2.47,44,2.0,-9179167.287821295,5308624.361955003
100.0,2,1.0,1.0,1.0,2,1.03,23,2.0,-9179528.237641253,5308255.136096909
50.0,1,1.0,1.0,1.0,1,2.73,52,1.0,-9178808.7965874,5308784.635090391
35.0,2,1.0,1.0,1.0,0,2.15,15,1.0,-9180112.457299303,5308324.163006443
66.0,2,1.0,1.0,1.0,2,2.59,24,1.0,-9178580.892551659,5309932.751500264
99.0,4,2.0,2.0,1.0,4,0.26,11,3.0,-9178844.028373446,5308603.908091257
89.0,7,2.0,3.0,1.0,2,1.91,56,1.0,-9179944.296302104,5308355.0040203845
45.0,2,1.0,1.0,1.0,1,2.3,39,2.0,-9174394.697603052,5292348.268260141
60.0,2,1.0,1.0,1.5,1,1.25,3,1.0,-9174949.412713228,5292476.44540615
215.0,10,3.0,3.0,2.0,6,0.1,6,2.0,-9173818.311140504,5291515.649169095
138.0,2,0.0,1.0,1.0,1,1.56,11,1.0,-9173795.926429795,5291818.382570238
270.0,6,3.0,3.0,2.5,4,2.09,6,1.0,-9182366.65306168,5289371.151589517
495.0,9,5.0,5.0,4.0,1,0.24,2,1.0,-9181896.617865097,5289970.261273217
165.0,4,2.0,3.0,1.5,1,2.46,14,1.0,-9181677.935178174,5289773.233810687
129.0,4,1.0,2.0,2.0,4,3.23,106,1.0,-9181459.722057803,5290682.167107176
75.0,2,1.0,2.0,1.0,1,2.51,105,1.0,-9182039.376419311,5289765.2294573365
177.0,7,3.0,4.0,1.5,7,0.99,7,1.0,-9181836.904092655,5289747.259960295
85.0,5,1.0,2.0,1.5,2,4.17,67,2.0,-9182009.099894874,5291276.506242738
87.0,2,1.0,1.0,1.0,2,1.06,6,1.0,-9181841.288408972,5290535.958746115
78.0,2,1.0,1.0,1.0,2,1.89,31,1.0,-9181741.975461125,5290461.714213364
60.0,2,1.0,1.0,1.5,2,3.39,70,2.0,-9176066.407614972,5297126.884013408
80.0,2,1.0,1.0,1.0,1,1.12,4,1.0,-9175714.38319026,5296586.10300324
180.0,4,2.0,2.0,2.5,1,0.6,2,2.0,-9176252.0173294,5297267.038062447
39.0,2,1.0,1.0,1.0,1,1.18,23,1.0,-9175391.903951066,5296360.1056129765
60.0,2,1.0,1.0,1.0,1,4.91,64,1.0,-9175795.114127204,5296470.308639487
42.0,1,1.0,1.0,1.0,1,3.44,57,3.0,-9175429.345805442,5296324.222324172
126.0,2,1.0,1.0,1.5,1,2.05,14,1.0,-9176309.043313326,5297299.3823824655
60.0,1,1.0,1.0,1.0,1,0.35,1,1.0,-9176379.336625297,5296496.520570881
89.0,3,1.0,2.0,2.0,1,0.04,1,11.0,-9175447.093142807,5296123.3310963595
79.0,3,1.0,2.0,1.0,1,0.17,7,11.0,-9175488.375765374,5296181.058178787
169.0,6,1.0,4.0,1.0,1,0.1,4,11.0,-9175500.374112656,5296169.798477637
79.0,3,1.0,3.0,1.0,1,0.3,14,11.0,-9175370.770676501,5296317.818287442
69.0,2,1.0,1.0,1.0,1,0.16,4,11.0,-9175407.620659743,5296359.277842017
60.0,1,1.0,1.0,1.0,1,0.96,4,1.0,-9176352.010058466,5296767.722541193
65.0,4,1.0,2.0,0.5,1,0.79,4,4.0,-9175525.448123656,5296314.813210064
100.0,2,1.0,1.0,1.5,2,2.41,18,2.0,-9176383.15019852,5296428.888968545
90.0,3,0.0,1.0,1.0,2,5.9,24,1.0,-9175939.258848164,5295812.573742085
59.0,2,1.0,1.0,1.0,1,2.03,14,3.0,-9175755.850605892,5295798.412307667
70.0,3,2.0,2.0,1.0,0,1.07,8,2.0,-9176078.09972882,5296624.505905956
65.0,3,1.0,2.0,1.0,2,1.18,3,2.0,-9176467.633881599,5297471.359423982
85.0,6,2.0,2.0,1.0,2,3.11,99,1.0,-9176095.197766261,5297226.857006804
74.0,4,1.0,1.0,1.0,2,1.05,2,2.0,-9175812.033099247,5295694.138437796
99.0,2,0.0,1.0,1.0,1,2.71,14,1.0,-9175766.268204454,5296097.875658557
399.0,14,5.0,9.0,3.0,5,1.95,81,11.0,-9175519.393625885,5296334.066280414
65.0,2,1.0,1.0,0.5,1,1.62,10,4.0,-9175522.430966811,5296489.832818288
219.0,8,3.0,5.0,2.0,3,0.7,29,11.0,-9175337.572306834,5296301.773869689
165.0,7,2.0,4.0,1.0,2,0.83,41,11.0,-9175351.949615367,5296081.39102051
87.0,2,1.0,1.0,1.5,1,1.79,45,2.0,-9176023.03602428,5297658.870741224
75.0,2,1.0,1.0,1.0,1,3.07,137,1.0,-9176343.19456826,5297176.7021476915
30.0,1,1.0,1.0,1.0,0,4.22,81,2.0,-9175698.406684872,5295699.739657177
55.0,2,1.0,1.0,1.0,1,1.0,1,1.0,-9175865.017123735,5296278.561737531
45.0,2,1.0,2.0,1.0,2,0.72,2,2.0,-9176565.057651663,5297554.119529463
50.0,1,1.0,1.0,1.0,0,0.28,2,2.0,-9175935.902255245,5296559.146960103
149.0,6,2.0,2.0,2.0,6,3.44,21,1.0,-9176296.953190582,5297125.542543979
99.0,2,1.0,1.0,1.0,2,10.95,100,1.0,-9176080.694486577,5297084.346964397
69.0,3,1.0,1.0,1.0,1,4.53,26,2.0,-9176072.422739541,5297072.17909397
69.0,3,1.0,1.0,1.0,1,1.64,18,3.0,-9175749.469391178,5295795.311195795
80.0,2,1.0,1.0,1.0,1,3.12,59,1.0,-9175851.69306593,5297767.258271564
55.0,2,1.0,1.0,1.0,1,3.62,136,2.0,-9175601.95577992,5295694.170267079
75.0,2,1.0,1.0,1.0,1,2.64,14,1.0,-9175703.030940937,5296183.048214803
50.0,2,1.0,1.0,1.0,1,0.53,5,2.0,-9176434.093850337,5296989.712923084
69.0,3,1.0,1.0,1.0,1,2.51,68,3.0,-9175911.568140179,5295680.940777414
112.0,5,1.0,4.0,1.0,2,2.91,65,1.0,-9175989.574962744,5295842.238222372
65.0,3,1.0,1.0,1.0,1,6.73,35,2.0,-9175152.117243096,5295958.265282476
104.0,6,3.0,3.0,1.0,1,4.8,24,1.0,-9176037.90803566,5297532.083216636
60.0,1,1.0,1.0,1.5,1,1.32,34,2.0,-9176029.206655826,5297579.997681202
60.0,2,1.0,1.0,1.0,1,0.75,3,1.0,-9176035.904398877,5295769.510744677
105.0,1,1.0,2.0,2.5,1,0.38,5,1.0,-9176650.224078774,5297957.155813884
144.0,5,2.0,2.0,1.0,2,2.26,15,2.0,-9175822.311435962,5295689.179125975
69.0,2,1.0,1.0,1.0,1,0.31,15,11.0,-9175474.020018715,5296188.366975375
108.0,4,2.0,2.0,1.0,2,1.84,80,1.0,-9176425.766994456,5296134.658567678
159.0,4,1.0,1.0,2.0,2,0.33,14,2.0,-9176549.843627907,5298349.030870227
85.0,4,2.0,3.0,1.0,2,2.92,11,1.0,-9175562.585212799,5296615.914089481
135.0,4,2.0,2.0,1.0,2,3.35,79,1.0,-9175713.192003839,5296607.902492711
120.0,3,1.0,2.0,1.0,1,0.76,7,1.0,-9176565.34286222,5297928.780005026
70.0,3,1.0,1.0,1.0,3,1.42,9,1.0,-9175923.994407408,5295637.434589174
150.0,2,1.0,1.0,1.5,2,1.32,9,1.0,-9176301.821385058,5296954.234952979
120.0,5,2.0,2.0,2.5,2,0.15,1,1.0,-9176342.765159987,5297585.423523179
65.0,2,1.0,1.0,0.5,1,2.03,14,4.0,-9175625.465525426,5296319.581089746
60.0,1,1.0,1.0,1.0,1,1.66,10,1.0,-9176247.258990861,5297006.431266329
36.0,1,1.0,1.0,1.0,1,4.46,67,3.0,-9175459.662485765,5296141.386639639
95.0,2,1.0,1.0,1.0,1,2.95,109,1.0,-9176352.697014673,5296501.774137819
75.0,3,1.0,2.0,1.0,2,9.72,93,1.0,-9176583.323175322,5297916.859761506
63.0,2,1.0,1.0,1.0,2,2.28,23,1.0,-9175758.048522377,5295806.31989498
60.0,2,1.0,1.0,1.0,1,1.67,13,3.0,-9176327.315770905,5297324.786556193
37.0,1,1.0,1.0,1.0,1,3.14,46,3.0,-9175343.35218643,5296227.713847815
85.0,2,1.0,1.0,1.0,1,0.75,3,3.0,-9176246.706559302,5297480.735187388
85.0,2,1.0,1.0,1.0,2,3.0,3,1.0,-9175982.367531115,5296742.573229717
84.0,4,1.0,3.0,1.0,2,9.63,52,1.0,-9173114.737633117,5292768.647289776
39.0,1,1.0,1.0,1.0,1,1.02,12,2.0,-9173174.405221637,5292752.524506549
105.0,5,1.0,2.0,1.0,2,3.57,68,2.0,-9173547.108680682,5292039.94930911
105.0,3,0.0,2.0,0.5,2,5.52,39,2.0,-9173344.766480125,5292206.8059867695
34.0,2,1.0,1.0,1.0,1,3.59,11,21.0,-9172943.118571596,5292726.784007578
35.0,3,1.0,2.0,1.0,1,4.21,15,21.0,-9172939.024600685,5292767.3307608785
65.0,2,1.0,1.0,1.0,1,3.99,31,1.0,-9173932.157099744,5292641.321553264
75.0,4,1.0,2.0,1.0,2,2.0,2,1.0,-9173297.222985364,5291762.86082016
199.0,12,4.0,6.0,3.0,8,3.74,36,1.0,-9172819.647179918,5291794.684826946
45.0,2,1.0,1.0,1.0,2,1.39,25,2.0,-9173140.649421927,5292777.645881753
85.0,2,1.0,1.0,1.0,2,0.54,17,1.0,-9172957.758575162,5292728.634865142
150.0,5,3.0,3.0,2.5,1,0.52,9,2.0,-9180050.943137433,5289648.563256779
41.0,3,1.0,1.0,1.0,1,0.88,3,2.0,-9179681.743211992,5289900.718594537
99.0,4,1.0,2.0,1.0,2,7.01,54,1.0,-9179529.598069107,5290542.001190117
95.0,3,1.0,1.0,1.0,1,0.37,9,1.0,-9179975.231750531,5290809.893754878
79.0,4,0.0,1.0,1.0,2,4.21,24,1.0,-9179887.08236451,5289865.046861785
70.0,2,1.0,1.0,1.0,1,0.14,2,2.0,-9180097.14853679,5289670.07660505
48.0,2,1.0,1.0,1.0,1,4.21,297,1.0,-9179691.365641315,5290369.398423865
65.0,2,1.0,1.0,1.0,1,5.52,106,1.0,-9179358.82470866,5291126.980699796
55.0,2,1.0,1.0,1.0,1,1.6,4,1.0,-9180112.646810915,5291390.097103716
99.0,6,3.0,3.0,1.0,3,2.2,72,2.0,-9179686.319516324,5291025.409510271
110.0,3,1.0,1.0,1.0,1,0.78,3,1.0,-9173464.002706531,5307299.640157805
120.0,4,2.0,2.0,2.0,2,2.48,11,2.0,-9172610.746437088,5308202.117096714
49.0,2,1.0,1.0,1.0,1,3.26,59,1.0,-9172729.971041694,5308303.926259165
244.0,6,4.0,4.0,2.0,1,0.2,1,1.0,-9173084.895327289,5307500.392068678
125.0,5,2.0,3.0,1.0,1,1.0,1,1.0,-9172811.252713446,5307344.655822952
175.0,8,3.0,4.0,2.0,6,2.0,2,1.0,-9173399.409956612,5307928.508706469
38.0,2,1.0,1.0,1.0,1,1.0,1,4.0,-9173565.294830682,5290531.052627178
70.0,6,1.0,1.0,1.0,3,3.13,22,3.0,-9173186.326721394,5290070.394059313
65.0,4,3.0,2.0,2.0,1,2.57,3,1.0,-9172644.960024228,5290778.208938493
99.0,4,2.0,2.0,1.0,4,7.5,47,4.0,-9173502.930407805,5290777.45124656
295.0,6,3.0,3.0,3.0,6,0.99,7,2.0,-9172266.298791835,5290434.612046774
95.0,2,1.0,1.0,1.0,1,2.05,15,1.0,-9172269.199012764,5290760.580408749
45.0,4,1.0,1.0,1.0,1,0.8,7,2.0,-9173395.946475081,5290386.7444218425
68.0,2,1.0,1.0,2.0,2,0.71,18,1.0,-9172694.598013638,5290762.484265313
55.0,2,1.0,2.0,1.0,1,2.71,14,5.0,-9172978.930645091,5289821.096984732
40.0,2,1.0,1.0,1.0,1,1.38,6,2.0,-9173247.093525294,5290241.932187093
48.0,2,1.0,1.0,1.0,1,2.84,20,4.0,-9173375.206321284,5291012.476718816
50.0,2,1.0,1.0,1.0,1,0.42,2,4.0,-9173353.382663308,5291113.819956421
60.0,2,1.0,1.0,1.0,1,2.85,21,3.0,-9173251.829064943,5289913.723390915
100.0,2,1.0,1.0,1.0,2,1.27,6,4.0,-9173481.446135728,5291139.51213242
200.0,14,2.0,3.0,2.0,3,0.23,1,3.0,-9173304.964260243,5289905.988542384
35.0,2,1.0,1.0,1.0,1,3.5,16,21.0,-9172300.193865241,5289630.364222367
67.0,2,1.0,1.0,1.0,2,2.14,16,1.0,-9172270.914835166,5288646.507410932
55.0,2,1.0,1.0,1.0,1,1.73,13,5.0,-9173005.727052392,5289765.47249375
65.0,2,1.0,1.0,1.0,2,0.24,4,2.0,-9171978.673302429,5289808.240430795
169.0,12,4.0,4.0,3.0,4,3.38,42,5.0,-9172230.569460377,5288831.493420479
75.0,2,0.0,2.0,0.0,2,1.39,7,2.0,-9171761.381789008,5288510.863064528
88.0,3,1.0,2.0,1.0,1,0.6,32,1.0,-9171903.355100252,5288975.41503245
60.0,2,1.0,1.0,1.0,2,0.8,3,1.0,-9172061.283046467,5289642.913657598
35.0,2,1.0,1.0,1.0,1,3.48,16,21.0,-9172363.365727076,5289692.7794075515
57.0,2,1.0,1.0,1.0,1,1.43,12,2.0,-9172146.365923438,5289331.026076478
37.0,2,1.0,1.0,1.0,1,2.77,12,21.0,-9172308.737937566,5289635.379082241
60.0,2,1.0,1.0,1.0,2,1.12,14,2.0,-9172034.242892863,5289762.098230025
39.0,2,1.0,1.0,1.0,1,5.15,23,21.0,-9172276.621019078,5289796.040573768
42.0,1,1.0,1.0,1.0,1,2.56,18,2.0,-9172193.393718533,5289522.423471098
60.0,2,1.0,1.0,1.0,2,5.85,144,1.0,-9172065.223646859,5288634.443853981
69.0,2,1.0,1.0,1.0,1,3.13,55,1.0,-9173925.423440123,5294319.136985839
69.0,2,1.0,1.0,1.0,2,10.27,75,1.0,-9174807.843000114,5294780.835551843
300.0,5,2.0,4.0,2.5,1,1.0,1,1.0,-9174621.19087641,5297509.087619751
65.0,3,1.0,1.0,1.0,1,2.42,47,1.0,-9173933.27020347,5294462.292488974
50.0,2,1.0,1.0,1.5,1,3.18,81,1.0,-9173686.111372316,5293510.675209871
65.0,2,1.0,1.0,1.5,1,4.77,67,1.0,-9174459.076592078,5295188.3629776845
65.0,2,1.0,1.0,1.0,0,4.21,73,1.0,-9173188.71942852,5293249.022605213
90.0,2,0.0,1.0,1.0,1,6.65,127,1.0,-9173957.842349859,5294277.103333847
80.0,2,0.0,1.0,1.0,1,1.25,29,1.0,-9174157.251552233,5294475.622341208
99.0,2,1.0,1.0,1.0,2,3.53,179,1.0,-9173789.230535066,5294523.5863156235
75.0,4,1.0,2.0,1.0,2,3.55,151,1.0,-9173618.90748884,5294436.096665704
110.0,2,1.0,1.0,1.0,1,2.55,51,2.0,-9173539.779451443,5293582.407367356
125.0,6,2.0,3.0,1.0,4,5.01,138,1.0,-9174161.694284495,5294014.816162694
90.0,3,1.0,1.0,1.0,2,1.23,38,1.0,-9173995.563184977,5293971.871299118
40.0,2,1.0,1.0,1.5,1,0.95,18,1.0,-9174956.713356912,5294778.928136898
50.0,2,1.0,1.0,1.0,2,0.74,22,1.0,-9175011.801619353,5294657.357230778
97.0,6,3.0,3.0,2.5,1,1.58,2,1.0,-9174121.745267922,5293704.454429943
195.0,10,3.0,5.0,2.0,6,0.64,7,6.0,-9173235.380922869,5293011.853226548
195.0,9,3.0,6.0,2.5,1,1.0,1,1.0,-9175127.937419862,5295598.961473356
95.0,2,1.0,1.0,1.0,2,3.83,77,1.0,-9173656.196415514,5294492.852548595
72.0,2,1.0,1.0,1.5,1,1.8,46,2.0,-9175066.429194823,5294699.828230892
100.0,2,1.0,1.0,1.0,1,4.69,80,1.0,-9173974.186210506,5293685.810078555
55.0,2,1.0,1.0,1.0,1,2.43,17,1.0,-9174993.603507511,5295490.749919594
65.0,3,1.0,1.0,1.0,1,4.15,22,2.0,-9174996.114121348,5296051.671689706
124.0,5,2.0,2.0,1.0,2,2.48,45,1.0,-9174067.151541991,5294733.215440889
70.0,2,1.0,1.0,1.0,2,3.32,32,1.0,-9174662.542271072,5294941.120723674
65.0,2,1.0,1.0,1.0,1,0.61,14,1.0,-9174645.981466774,5294926.637154901
65.0,2,1.0,1.0,1.0,2,1.24,22,1.0,-9173181.85145975,5292958.512404346
72.0,2,1.0,1.0,1.5,1,1.61,41,2.0,-9175064.691657836,5294752.755778472
115.0,6,3.0,4.0,1.0,4,3.01,88,1.0,-9174503.217306456,5295260.268715498
220.0,6,3.0,3.0,2.0,4,0.22,4,1.0,-9174702.235326082,5295259.8237937875
45.0,1,1.0,1.0,1.0,1,1.55,8,3.0,-9173549.988521812,5292898.5968285175
90.0,3,1.0,1.0,1.0,1,2.73,6,1.0,-9174488.457829941,5295332.360265938
90.0,2,0.0,1.0,1.0,0,1.42,16,1.0,-9173850.145591503,5294132.369169444
25.0,1,1.0,1.0,2.5,0,7.74,40,5.0,-9174741.320474211,5294530.469364438
175.0,6,3.0,2.0,2.5,1,0.15,3,1.0,-9174479.266436473,5295019.743932562
150.0,6,3.0,2.0,2.5,1,0.03,1,1.0,-9174631.067201754,5294660.562382268
85.0,3,1.0,2.0,1.0,2,4.32,36,1.0,-9174376.902183779,5294781.138789498
49.0,4,1.0,2.0,1.5,2,0.97,3,1.0,-9173535.234029323,5293808.457850262
110.0,7,2.0,3.0,1.0,4,4.37,53,1.0,-9173792.991526015,5294092.378064712
65.0,2,1.0,1.0,1.0,1,2.26,11,3.0,-9173579.87490826,5293095.952538159
65.0,2,1.0,1.0,1.0,1,6.28,27,1.0,-9173294.537003523,5293781.873414981
85.0,2,1.0,1.0,1.0,1,0.71,2,1.0,-9173970.413136266,5294318.169307675
90.0,2,1.0,2.0,1.0,2,0.36,15,2.0,-9174744.76362133,5295449.580299603
70.0,2,1.0,1.0,1.0,1,2.65,9,1.0,-9174379.297451083,5294583.8343377635
199.0,6,3.0,4.0,1.0,4,1.35,7,1.0,-9173590.131678725,5294585.365107054
109.0,8,3.0,5.0,2.0,4,3.24,4,1.0,-9173870.768102828,5294008.854822297
70.0,4,1.0,2.0,1.0,2,4.53,13,1.0,-9173395.308333086,5294474.826986457
58.0,2,1.0,1.0,1.5,1,0.64,24,1.0,-9173763.430325381,5293424.28808784
35.0,2,1.0,1.0,1.0,1,2.14,4,2.0,-9174284.62302161,5293483.332678525
300.0,8,4.0,5.0,3.0,8,0.65,16,1.0,-9174319.893855821,5294860.824016729
95.0,2,1.0,1.0,1.0,1,1.0,18,1.0,-9173166.737753093,5293918.123553599
49.0,2,1.0,1.0,1.0,1,1.0,1,3.0,-9175005.695608724,5297608.306846125
49.0,2,1.0,1.0,1.0,1,4.62,10,1.0,-9174277.041211454,5295678.805057478
95.0,4,1.0,1.0,1.0,2,0.63,13,1.0,-9174806.459673254,5297819.949537134
70.0,2,1.0,1.0,1.0,1,5.23,26,1.0,-9174562.410677511,5296459.389864612
90.0,1,1.0,1.0,1.0,1,0.99,7,1.0,-9174333.830927078,5296148.1529444605
150.0,7,3.0,3.0,3.0,1,0.65,19,1.0,-9174664.543798931,5296528.827921086
42.0,1,1.0,1.0,1.0,1,7.06,190,3.0,-9174163.998608835,5295315.20665762
59.0,2,1.0,1.0,1.5,1,0.89,3,3.0,-9174849.091924824,5297802.081585607
125.0,3,1.0,2.0,2.0,2,1.15,6,1.0,-9174789.627852269,5297825.535830627
85.0,3,1.0,1.0,1.0,1,1.8,56,2.0,-9173705.799141567,5295433.763300164
80.0,2,1.0,1.0,1.0,1,1.0,1,1.0,-9174664.580707226,5297234.56602473
125.0,3,0.0,1.0,1.0,2,3.56,21,1.0,-9174370.871182114,5296994.463559472
90.0,5,1.0,3.0,1.0,2,2.04,69,1.0,-9174890.735771855,5297003.280821597
125.0,5,2.0,3.0,2.0,1,3.0,3,1.0,-9174586.714919355,5297152.697931604
70.0,4,1.0,2.0,1.0,2,1.76,2,1.0,-9174051.851991292,5294969.041223254
99.0,2,1.0,1.0,1.0,1,3.78,28,2.0,-9173789.241270717,5295315.1222010795
155.0,6,2.0,3.0,1.0,2,0.14,2,2.0,-9174835.602299681,5297677.664866636
140.0,4,2.0,2.0,1.5,2,0.24,2,2.0,-9175022.586687421,5297615.920901695
50.0,2,1.0,1.0,1.5,1,0.44,7,2.0,-9174178.867049178,5295102.33758896
139.0,6,3.0,3.0,2.0,2,0.24,7,1.0,-9173823.334158797,5295293.93589101
126.0,5,2.0,2.0,1.5,2,0.52,7,2.0,-9174106.34689827,5294920.305056533
105.0,2,1.0,1.0,1.0,2,3.05,20,2.0,-9173780.425696427,5295159.418716949
80.0,2,1.0,1.0,1.0,1,1.28,21,1.0,-9174888.238401547,5296988.990732141
92.0,2,1.0,1.0,1.5,2,2.81,90,1.0,-9173909.522445505,5295385.839891606
69.0,2,1.0,1.0,1.0,1,4.22,18,1.0,-9174703.934306204,5296565.0880502695
75.0,2,1.0,1.0,1.0,1,1.04,39,2.0,-9174496.402076954,5296104.576837465
150.0,6,2.0,3.0,1.0,2,1.16,8,2.0,-9174833.004647862,5297702.263288436
150.0,2,1.0,2.0,1.0,1,4.63,25,1.0,-9174119.533879088,5296620.08895052
54.0,2,1.0,1.0,1.0,1,2.33,22,1.0,-9174081.9657871,5295010.810343867
52.0,2,1.0,1.0,1.0,1,4.2,80,3.0,-9174180.103475891,5295332.128085894
150.0,4,2.0,3.0,1.0,1,0.21,1,13.0,-9174782.411819683,5297462.096905214
80.0,2,1.0,1.0,1.0,2,1.61,32,1.0,-9174073.47433549,5295021.500786711
200.0,4,2.0,2.0,1.0,1,1.8,3,1.0,-9174434.789806327,5297788.781740487
68.0,2,1.0,1.0,1.0,2,4.57,67,1.0,-9174507.17182456,5295630.822484147
49.0,2,1.0,1.0,1.0,1,1.0,1,3.0,-9174842.819164725,5297366.7478774
39.0,2,1.0,1.0,1.0,1,3.0,3,3.0,-9174891.589330994,5297528.090006102
95.0,3,1.0,1.0,1.0,2,2.3,46,1.0,-9174070.190261427,5295913.125031932
89.0,2,1.0,1.0,1.0,2,1.23,46,2.0,-9174652.082014162,5295910.289255729
62.0,2,1.0,1.0,1.0,2,7.6,206,3.0,-9174113.796987312,5295413.276961333
